epsilon,collision_prob,collision_free_prob,safety_violation_prob,run_min_distance_min,run_min_distance_mean,run_min_distance_std,total_qr_cost_mean,total_qr_cost_std,run_max_compute_time_ms_mean,run_max_compute_time_ms_std
0.034,0.71,0.29000000000000004,0.71,-0.30000001192092896,-0.040469374097883704,0.13034044216665217,7.416287791469367,0.5665105468549689,47.17227146727964,2.4949219461527363
0.035,0.69,0.31000000000000005,0.69,-0.2580276131629944,-0.04244555794284679,0.13314343128524836,7.4614639784581955,0.5624542744584481,47.131193708628416,1.4353289543198773
0.036,0.76,0.24,0.76,-0.30000001192092896,-0.05645014925277792,0.13302125435843726,7.467173921858193,0.5316126670612038,47.498063899111,1.6334684429117132
0.037,0.78,0.21999999999999997,0.78,-0.30000001192092896,-0.05508858099579811,0.14098662028001108,7.466950278503354,0.528663089076115,47.37833878258243,1.9130495278663486
0.038,0.76,0.24,0.76,-0.2916065752506256,-0.05867649708990939,0.15270765304888714,7.42703112281044,0.5073049660097204,47.4470901559107,1.7486191657439938
0.039,0.68,0.31999999999999995,0.68,-0.30000001192092896,-0.03192884999094531,0.1559063238593771,7.496247679558582,0.6012801422262704,48.03073561284691,1.7336587666588148
0.04,0.68,0.31999999999999995,0.68,-0.30000001192092896,-0.03646099008154124,0.165279957240431,7.448651018891251,0.5681437366928629,47.98494487768039,2.6934276609729424
0.041,0.65,0.35,0.65,-0.2991395592689514,-0.024619748406112193,0.15741878761147352,7.4945219297125005,0.5551644193312388,48.27829438028857,1.6372483591892406
0.042,0.67,0.32999999999999996,0.67,-0.2956867516040802,-0.035743031669408086,0.17304972881222055,7.454645251182374,0.5589813975396769,47.27257500169799,2.086543884695171
0.043,0.65,0.35,0.65,-0.27817073464393616,-0.024634766047456652,0.17526830485267364,7.3895233997632745,0.5154441201461588,47.173214494250715,1.6162999614258748
0.044,0.59,0.41000000000000003,0.59,-0.30000001192092896,0.006978375678882003,0.17972559710666827,7.397492437848123,0.5686861620853734,46.997014915104955,1.3225102989143296
0.045,0.56,0.43999999999999995,0.56,-0.30000001192092896,0.006587258852086961,0.19508324584954492,7.387859697523527,0.5550156062421254,46.921603505034,1.5035420688409085
0.046,0.57,0.43000000000000005,0.57,-0.30000001192092896,0.010556566112209112,0.19650303353950013,7.4520576242893,0.5940356073094886,47.75799941504374,2.455988810472295
0.047,0.57,0.43000000000000005,0.57,-0.30000001192092896,0.014069949560798704,0.2084735528595234,7.406871483650757,0.5728750963133695,47.48715895693749,2.093014845591257
0.048,0.52,0.48,0.52,-0.26673266291618347,0.04419513710861793,0.2127373872711493,7.4456164133851415,0.6406646399762693,46.97599622886628,1.8001113875006616
0.049,0.51,0.49,0.51,-0.30000001192092896,0.03855451186653227,0.228082577455411,7.378808022718877,0.6069900741289957,47.33217261033133,2.725518252680153
0.05,0.53,0.47,0.53,-0.30000001192092896,0.047316592801944356,0.23097578983535297,7.684047065516934,3.4752424750400412,47.00924081960693,1.4477846634569072
0.051,0.44,0.56,0.44,-0.29842084646224976,0.07638774830847979,0.22514951242073025,7.379521257394226,0.5733687096013784,46.7343080509454,1.3962998369980537
0.052,0.46,0.54,0.46,-0.28566616773605347,0.09933565384388203,0.21995717535467216,7.406540574277751,0.6174800879404597,47.03807379351929,2.5762563732743278
0.053,0.47,0.53,0.47,-0.2786826491355896,0.07247119824634865,0.24133431472329692,7.421875294485362,0.6092570256418903,46.767026646994054,1.495879848908493
0.054,0.41,0.5900000000000001,0.41,-0.2786833643913269,0.10992821134626865,0.2428079165103409,7.412375651656184,0.6904855928212078,47.22226872341707,1.7137182438167562
0.055,0.41,0.5900000000000001,0.41,-0.29185420274734497,0.1261487008794211,0.24533109751021853,7.350225936827482,0.5905986258450182,47.012321315705776,1.332686682927655
0.056,0.36,0.64,0.36,-0.28909966349601746,0.14092048384714873,0.25157453342646485,7.40279308898258,0.6329440458863036,47.256648959591985,2.4119196692351594
0.057,0.39,0.61,0.39,-0.30000001192092896,0.13270663709379732,0.2655057518900437,7.619880404782016,2.551366488981563,46.754093086346984,1.1618285588503368
0.058,0.39,0.61,0.39,-0.26174396276474,0.15879607618320735,0.2634998854773277,7.28239020200097,0.4871298585897509,46.68930479325354,1.603134235422179
0.059,0.33,0.6699999999999999,0.33,-0.30000001192092896,0.1774752616044134,0.26085790061629294,7.323086586087011,0.5315629425288537,46.905905508901924,1.9641127994004148
0.06,0.31,0.69,0.31,-0.22926844656467438,0.20081844719592482,0.2496754018238817,7.375999145573005,0.5592799618323733,46.96063210722059,2.2074803742597453
0.061,0.32,0.6799999999999999,0.32,-0.24069233238697052,0.20571607516612858,0.27675669566951566,7.357527104751207,0.5018253958533837,46.99152449378744,1.496705641070686
0.062,0.25,0.75,0.25,-0.24787397682666779,0.2333874888997525,0.2561171701282159,7.437125218891306,0.6486975064904072,47.000480180140585,2.182819295999832
0.063,0.27,0.73,0.27,-0.30000001192092896,0.23858846601098777,0.26708004484182896,7.4248863381973935,0.5244891996523394,47.69907754380256,2.0535172760634333
0.064,0.26,0.74,0.26,-0.2461867332458496,0.24026768213137983,0.2668724806368285,7.442757426038152,0.49983098893701783,47.56001182133332,1.7459076808172902
0.065,0.18,0.8200000000000001,0.18,-0.2241365611553192,0.2794504717923701,0.22852683483604527,7.404886440247065,0.4593963118189651,47.84791753394529,1.6872862771504942
0.066,0.22,0.78,0.22,-0.2597653269767761,0.27583141714334486,0.2478211573128241,7.423967319537187,0.43142918897638316,47.22198799951002,2.018337197580601
0.067,0.21,0.79,0.21,-0.24303291738033295,0.2805310807563364,0.2414512176979334,7.431159977867501,0.4257860318965231,47.29349629720673,2.1490026634213075
