epsilon,collision_prob,collision_free_prob,safety_violation_prob,run_min_distance_min,run_min_distance_mean,run_min_distance_std,total_qr_cost_mean,total_qr_cost_std,run_max_compute_time_ms_mean,run_max_compute_time_ms_std
0.085,0.1,0.9,0.1,-0.30000001192092896,0.5831079307431355,0.45960781856425903,6.859567919875262,0.897160063413488,137.59028484993905,5.805890065879226
0.086,0.06,0.94,0.06,-0.17602725327014923,0.6095428162068128,0.4369453290572389,6.756430667475797,0.8443108831469487,135.91919200996927,3.5247586336709142
0.087,0.0,1.0,0.0,0.004999134223908186,0.6961850170185789,0.4294604757826525,6.713515848333482,0.8784463795386627,137.04578647004382,5.2734470767779476
0.088,0.02,0.98,0.02,-0.09828675538301468,0.6973880347982049,0.446733137375334,6.679662401326932,0.8657817765741218,134.74556799963466,4.163863342657666
0.089,0.0,1.0,0.0,0.061596449464559555,0.7299829443916679,0.4276196525133941,6.6145881532714705,0.790161632663756,136.73810703970958,6.148491585218306
0.09,0.0,1.0,0.0,0.02500278875231743,0.8027262244001031,0.43747407201396094,6.513411172191845,0.8609418205841795,135.3943850408541,5.749200533326787
0.091,0.01,0.99,0.01,-0.06990194320678711,0.8265130212903022,0.4328766598957359,6.460787119542947,0.8291193172516981,138.2641680900997,7.123331474105594
0.092,0.0,1.0,0.0,0.16225814819335938,0.9052053958177566,0.4146358132725322,6.328556660776957,0.8498748265122248,136.59995811016415,6.777770776460827
0.093,0.0,1.0,0.0,0.26376593112945557,0.9701503482460976,0.3778245628973771,6.187811839670176,0.7989045248330304,136.5774693102867,6.195404833478526
0.094,0.0,1.0,0.0,0.21374869346618652,0.9278685756027698,0.4043177120477795,6.26709198997356,0.8436038500846816,140.01529448112706,7.334307835877757
0.095,0.04,0.96,0.04,-0.13843265175819397,0.8994571516662836,0.44626462580923687,6.33593928634189,0.9299220625283942,134.70349653929588,3.828549553682795
0.096,0.01,0.99,0.01,-0.19694474339485168,0.9740027762949467,0.4065949337823137,6.229359783051768,0.9035550205837137,134.87303027970484,4.705745618919252
0.097,0.01,0.99,0.01,-0.13418540358543396,1.0231430647987871,0.38921844364012986,6.075075208217604,0.8201695810240318,136.2637012898631,6.797673170563244
0.098,0.02,0.98,0.02,-0.055698856711387634,0.9997080181911587,0.41167446952663656,6.186924922015751,0.8633592819080077,135.70674653965398,6.196585222582683
0.099,0.02,0.98,0.02,-0.10851068049669266,1.0657055876031518,0.3739303180694024,6.084293533901218,0.7876883264231411,141.23140180963674,9.369855122857633
0.1,0.02,0.98,0.02,-0.15212126076221466,1.033667338117957,0.4189696310851402,6.069216051883996,0.8182825158330572,138.32792942906963,7.64160515239232
0.101,0.02,0.98,0.02,-0.10551454871892929,1.082258715815842,0.3795053356408303,5.994355604607844,0.7371126153370119,133.7519769501523,4.508755394561202
0.102,0.0,1.0,0.0,0.00842428207397461,1.1565088836848736,0.3084868038545535,5.8727717562729955,0.6199989133746817,136.0065125503752,6.4172617753136185
0.103,0.0,1.0,0.0,0.11644920706748962,1.1583148665726184,0.30921892549085117,5.847233671839349,0.6329288988900985,136.24356633998104,6.428586595364499
0.104,0.0,1.0,0.0,0.23045530915260315,1.190194021910429,0.2801364406541773,5.772881019167835,0.5322904763347597,134.20690114988247,4.78299398733021
0.105,0.0,1.0,0.0,0.14974026381969452,1.21297695428133,0.2532674865210824,5.781366303974064,0.5564727780592427,136.19161812021048,6.862496710282595
0.106,0.0,1.0,0.0,0.16329850256443024,1.2445414291322232,0.18998260566594355,5.7189485860639255,0.5028629384647704,134.65193136929884,5.2574921343267444
0.107,0.0,1.0,0.0,0.148863285779953,1.2339528706669807,0.23340998885242975,5.710993180626538,0.5248842435226719,135.02919462000136,5.830646391819751
0.108,0.02,0.98,0.02,-0.06038234010338783,1.2113948044157588,0.29288963452157407,5.856501676207408,0.6883130164728632,134.78833372020745,6.108297318851265
